Event,Date,WinningFighter,LosingFighter,Method,WeightClass,WinningFighterBirthday,LosingFighterBirthday,ChampBoutBool,GenderBool
The Ultimate Fighter: Undefeated Finale,"July 06, 2018",Steven Peterson,Matt Bessette,S-DEC,Featherweight,"May 29, 1990","Dec 28, 1984",False,False
The Ultimate Fighter: Undefeated Finale,"July 06, 2018",Gerald Meerschaert,Oskar Piechota,SUB Rear Naked Choke,Middleweight,"Dec 18, 1987","Jan 24, 1990",False,False
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",Leon Edwards,Donald Cerrone,U-DEC,Welterweight,"Aug 25, 1991","Mar 29, 1983",False,False
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",Ovince Saint Preux,Tyson Pedro,SUB Armbar,Light Heavyweight,"Apr 08, 1983","Sep 17, 1991",False,False
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",Jessica Eye,Jessica-Rose Clark,U-DEC,Women's Flyweight,"Jul 27, 1986","Nov 28, 1987",False,True
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",Li Jingliang,Daichi Abe,U-DEC,Welterweight,"Mar 20, 1988","Nov 27, 1991",False,False
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",Petr Yan,Teruto Ishihara,KO/TKO Punch,Bantamweight,"Feb 11, 1993","Jul 23, 1991",False,False
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",Song Yadong,Felipe Arantes,KO/TKO Elbow,Bantamweight,"Dec 02, 1997","Feb 09, 1988",False,False
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",Shane Young,Rolando Dy,KO/TKO Elbow,Featherweight,"Jul 31, 1993","Aug 11, 1990",False,False
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",Song Kenan,Hector Aldana,KO/TKO Punch,Welterweight,"Mar 10, 1990","Aug 17, 1988",False,False
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",Jake Matthews,Shinsho Anzai,SUB Rear Naked Choke,Welterweight,"Aug 19, 1994","Dec 01, 1985",False,False
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",Yan Xiaonan,Viviane Pereira,U-DEC,Women's Strawweight,"Jun 16, 1989","Aug 28, 1993",False,True
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",Matt Schnell,Naoki Inoue,S-DEC,Flyweight,"Jan 15, 1990","Jun 14, 1997",False,False
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",Yuta Sasaki,Jenel Lausa,SUB Rear Naked Choke,Flyweight,"Oct 07, 1989","Aug 01, 1988",False,False
UFC Fight Night: Cowboy vs. Edwards,"June 23, 2018",Ji Yeon Kim,Melinda Fabian,S-DEC,Women's Flyweight,"Oct 18, 1989","Jun 25, 1987",False,True
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",Robert Whittaker,Yoel Romero,S-DEC,Middleweight,"Dec 20, 1990","Apr 30, 1977",False,False
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",Colby Covington,Rafael Dos Anjos,U-DEC,Welterweight,"Feb 22, 1988","Oct 26, 1984",True,False
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",Holly Holm,Megan Anderson,U-DEC,Women's Featherweight,"Oct 17, 1981","Feb 11, 1990",False,True
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",Tai Tuivasa,Andrei Arlovski,U-DEC,Heavyweight,"Mar 16, 1993","Feb 04, 1979",False,False
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",CM Punk,Mike Jackson,Overturned:No Contest,Welterweight,"Oct 26, 1978","Mar 22, 1985",False,False
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",Curtis Blaydes,Alistair Overeem,KO/TKO Elbows,Heavyweight,"Feb 18, 1991","May 17, 1980",False,False
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",Claudia Gadelha,Carla Esparza,S-DEC,Women's Strawweight,"Dec 07, 1988","Oct 10, 1987",False,True
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",Mirsad Bektic,Ricardo Lamas,S-DEC,Featherweight,"Feb 16, 1991","May 21, 1982",False,False
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",Chris de la Rocha,Rashad Coulter,KO/TKO Punches,Heavyweight,"May 15, 1979","Nov 27, 1981",False,False
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",Anthony Smith,Rashad Evans,KO/TKO Knee,Light Heavyweight,"Jul 26, 1988","Sep 25, 1979",False,False
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",Sergio Pettis,Joseph Benavidez,S-DEC,Flyweight,"Aug 18, 1993","Jul 31, 1984",False,False
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",Charles Oliveira,Clay Guida,SUB Guillotine Choke,Lightweight,"Oct 17, 1989","Dec 08, 1981",False,False
UFC 225: Whittaker vs. Romero 2,"June 09, 2018",Dan Ige,Mike Santiago,KO/TKO Punches,Featherweight,"Aug 06, 1991","Jul 28, 1989",False,False
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",Marlon Moraes,Jimmie Rivera,KO/TKO Kick,Bantamweight,"Apr 26, 1988","Jun 29, 1989",False,False
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",Gregor Gillespie,Vinc Pichel,SUB Arm Triangle,Lightweight,"Nov 13, 1986","Nov 23, 1982",False,False
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",Walt Harris,Daniel Spitz,KO/TKO Punches,Heavyweight,"Jun 10, 1983","Jul 31, 1990",False,False
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",Ben Saunders,Jake Ellenberger,KO/TKO Knee,Welterweight,"Apr 13, 1983","Mar 28, 1985",False,False
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",Julio Arce,Daniel Teymur,SUB Rear Naked Choke,Featherweight,"Oct 27, 1989","Feb 03, 1988",False,False
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",Sam Alvey,Gian Villante,S-DEC,Light Heavyweight,"May 06, 1986","Aug 18, 1985",False,False
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",Sijara Eubanks,Lauren Murphy,U-DEC,Women's Flyweight,"Apr 27, 1985","Jul 27, 1983",False,True
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",David Teymur,Nik Lentz,U-DEC,Lightweight,"May 01, 1989","Aug 13, 1984",False,False
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",Belal Muhammad,Chance Rencountre,U-DEC,Welterweight,"Jul 09, 1988","Dec 31, 1986",False,False
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",Desmond Green,Gleison Tibau,U-DEC,Lightweight,"Oct 11, 1989","Oct 07, 1983",False,False
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",Nathaniel Wood,Johnny Eduardo,SUB D'Arce Choke,Bantamweight,"May 08, 1993","Aug 03, 1978",False,False
UFC Fight Night: Rivera vs. Moraes,"June 01, 2018",Jose Torres,Jarred Brooks,KO/TKO Punches,Flyweight,"Aug 02, 1992","May 02, 1993",False,False
UFC Fight Night: Thompson vs. Till,"May 27, 2018",Darren Till,Stephen Thompson,U-DEC,Welterweight,"Dec 24, 1992","Feb 11, 1983",False,False
UFC Fight Night: Thompson vs. Till,"May 27, 2018",Neil Magny,Craig White,KO/TKO Knee,Welterweight,"Aug 03, 1987","Jul 01, 1990",False,False
UFC Fight Night: Thompson vs. Till,"May 27, 2018",Arnold Allen,Mads Burnell,SUB Guillotine Choke,Featherweight,"Jan 22, 1994","Mar 06, 1994",False,False
UFC Fight Night: Thompson vs. Till,"May 27, 2018",Makwan Amirkhani,Jason Knight,S-DEC,Featherweight,"Nov 08, 1988","Jul 14, 1992",False,False
UFC Fight Night: Thompson vs. Till,"May 27, 2018",Claudio Silva,Nordine Taleb,SUB Rear Naked Choke,Welterweight,"Sep 06, 1982","Jun 10, 1981",False,False
UFC Fight Night: Thompson vs. Till,"May 27, 2018",Darren Stewart,Eric Spicely,KO/TKO Punch,Middleweight,"Dec 30, 1990","Sep 29, 1986",False,False
UFC Fight Night: Thompson vs. Till,"May 27, 2018",Tom Breese,Daniel Kelly,KO/TKO Punch,Middleweight,"Sep 26, 1991","Oct 31, 1977",False,False
UFC Fight Night: Thompson vs. Till,"May 27, 2018",Lina Lansberg,Gina Mazany,U-DEC,Women's Bantamweight,"Mar 13, 1982","Aug 19, 1988",False,True
UFC Fight Night: Thompson vs. Till,"May 27, 2018",Carlo Pedersoli Jr.,Brad Scott,S-DEC,Welterweight,"Jun 08, 1993","Jun 24, 1989",False,False
UFC Fight Night: Thompson vs. Till,"May 27, 2018",Gillian Robertson,Molly McCann,SUB Rear Naked Choke,Women's Flyweight,"May 17, 1995","May 04, 1990",False,True
UFC Fight Night: Thompson vs. Till,"May 27, 2018",Elias Theodorou,Trevor Smith,U-DEC,Middleweight,"May 31, 1988","Jan 05, 1981",False,False
UFC Fight Night: Maia vs. Usman,"May 19, 2018",Kamaru Usman,Demian Maia,U-DEC,Welterweight,"May 11, 1987","Nov 06, 1977",False,False
UFC Fight Night: Maia vs. Usman,"May 19, 2018",Tatiana Suarez,Alexa Grasso,SUB Rear Naked Choke,Women's Strawweight,"Dec 19, 1990","Aug 09, 1993",False,True
UFC Fight Night: Maia vs. Usman,"May 19, 2018",Dominick Reyes,Jared Cannonier,KO/TKO Punch,Light Heavyweight,"Dec 26, 1989","Mar 16, 1984",False,False
UFC Fight Night: Maia vs. Usman,"May 19, 2018",Guido Cannetti,Diego Rivas,U-DEC,Bantamweight,"Dec 19, 1979","Nov 11, 1991",False,False
UFC Fight Night: Maia vs. Usman,"May 19, 2018",Andrea Lee,Veronica Hardy,U-DEC,Women's Flyweight,"Feb 11, 1989","Oct 30, 1995",False,True
UFC Fight Night: Maia vs. Usman,"May 19, 2018",Vicente Luque,Chad Laprise,KO/TKO Punch,Welterweight,"Nov 27, 1991","Jul 23, 1986",False,False
UFC Fight Night: Maia vs. Usman,"May 19, 2018",Michel Prazeres,Zak Cummings,S-DEC,Welterweight,"Jul 25, 1981","Aug 02, 1984",False,False
UFC Fight Night: Maia vs. Usman,"May 19, 2018",Alexandre Pantoja,Brandon Moreno,U-DEC,Flyweight,"Apr 16, 1990","Dec 07, 1993",False,False
UFC Fight Night: Maia vs. Usman,"May 19, 2018",Poliana Botelho,Syuri Kondo,KO/TKO Kick,Women's Strawweight,"Dec 15, 1988","Feb 08, 1989",False,True
UFC Fight Night: Maia vs. Usman,"May 19, 2018",Gabriel Benitez,Humberto Bandenay,KO/TKO Slam,Featherweight,"Jun 15, 1988","Sep 04, 1994",False,False
UFC Fight Night: Maia vs. Usman,"May 19, 2018",Enrique Barzola,Brandon Davis,U-DEC,Featherweight,"Apr 28, 1989","May 08, 1990",False,False
UFC Fight Night: Maia vs. Usman,"May 19, 2018",Frankie Saenz,Henry Briones,U-DEC,Bantamweight,"Aug 12, 1980","Oct 22, 1980",False,False
UFC Fight Night: Maia vs. Usman,"May 19, 2018",Claudio Puelles,Felipe Silva,SUB Kneebar,Lightweight,"Apr 21, 1996","May 08, 1984",False,False
UFC 224: Nunes vs. Pennington,"May 12, 2018",Amanda Nunes,Raquel Pennington,KO/TKO Punches,Women's Bantamweight,"May 30, 1988","Sep 05, 1988",True,True
UFC 224: Nunes vs. Pennington,"May 12, 2018",Kelvin Gastelum,Jacare Souza,S-DEC,Middleweight,"Oct 24, 1991","Dec 07, 1979",False,False
UFC 224: Nunes vs. Pennington,"May 12, 2018",Mackenzie Dern,Amanda Cooper,SUB Rear Naked Choke,Women's Strawweight,"Mar 24, 1993","Oct 22, 1991",False,True
UFC 224: Nunes vs. Pennington,"May 12, 2018",John Lineker,Brian Kelleher,KO/TKO Punch,Bantamweight,"Jun 12, 1990","Aug 19, 1986",False,False
UFC 224: Nunes vs. Pennington,"May 12, 2018",Lyoto Machida,Vitor Belfort,KO/TKO Kick,Middleweight,"May 30, 1978","Apr 01, 1977",False,False
UFC 224: Nunes vs. Pennington,"May 12, 2018",Cezar Ferreira,Karl Roberson,SUB Arm Triangle,Middleweight,"Feb 15, 1985","Oct 04, 1990",False,False
UFC 224: Nunes vs. Pennington,"May 12, 2018",Aleksei Oleinik,Junior Albini,SUB Ezekiel Choke,Heavyweight,"Jun 20, 1977","Mar 15, 1991",False,False
UFC 224: Nunes vs. Pennington,"May 12, 2018",Davi Ramos,Nick Hein,SUB Rear Naked Choke,Lightweight,"Nov 05, 1986","Apr 24, 1984",False,False
UFC 224: Nunes vs. Pennington,"May 12, 2018",Elizeu Zaleski dos Santos,Sean Strickland,KO/TKO Kick,Welterweight,"Dec 11, 1986","Feb 27, 1991",False,False
UFC 224: Nunes vs. Pennington,"May 12, 2018",Warlley Alves,Sultan Aliev,KO/TKO,Welterweight,"Jan 04, 1991","Sep 17, 1984",False,False
UFC 224: Nunes vs. Pennington,"May 12, 2018",Jack Hermansson,Thales Leites,KO/TKO Punches,Middleweight,"Jun 10, 1988","Sep 06, 1981",False,False
UFC 224: Nunes vs. Pennington,"May 12, 2018",Ramazan Emeev,Alberto Mina,U-DEC,Welterweight,"May 23, 1987","May 02, 1982",False,False
UFC 224: Nunes vs. Pennington,"May 12, 2018",Markus Perez,James Bochnovic,SUB Rear Naked Choke,Middleweight,"Jun 22, 1988","Feb 13, 1989",False,False
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",Kevin Lee,Edson Barboza,KO/TKO,Lightweight,"Sep 04, 1992","Jan 21, 1986",False,False
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",Frankie Edgar,Cub Swanson,U-DEC,Featherweight,"Oct 16, 1981","Nov 02, 1983",False,False
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",Justin Willis,Chase Sherman,U-DEC,Heavyweight,"Jul 19, 1987","Nov 16, 1989",False,False
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",David Branch,Thiago Santos,KO/TKO Punch,Middleweight,"Sep 26, 1981","Jan 07, 1984",False,False
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",Aljamain Sterling,Brett Johns,U-DEC,Bantamweight,"Jul 31, 1989","Feb 21, 1992",False,False
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",Dan Hooker,Jim Miller,KO/TKO Knee,Lightweight,"Feb 13, 1990","Aug 30, 1983",False,False
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",Ryan LaFlare,Alex Garcia,U-DEC,Welterweight,"Oct 01, 1983","Jul 14, 1987",False,False
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",Ricky Simon,Merab Dvalishvili,SUB Guillotine Choke,Bantamweight,"Aug 31, 1992","Jan 10, 1991",False,False
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",Siyar Bahadurzada,Luan Chagas,KO/TKO Kick,Welterweight,"Apr 17, 1984","Jun 17, 1993",False,False
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",Corey Anderson,Patrick Cummins,U-DEC,Light Heavyweight,"Sep 22, 1989","Nov 16, 1980",False,False
UFC Fight Night: Barboza vs. Lee,"April 21, 2018",Anthony Rocco Martin,Keita Nakamura,U-DEC,Welterweight,"Dec 11, 1989","May 22, 1984",False,False
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",Dustin Poirier,Justin Gaethje,KO/TKO Punch,Lightweight,"Jan 19, 1989","Nov 14, 1988",False,False
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",Alex Oliveira,Carlos Condit,SUB Guillotine Choke,Welterweight,"Feb 21, 1988","Apr 26, 1984",False,False
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",Israel Adesanya,Marvin Vettori,S-DEC,Middleweight,"Jul 22, 1989","Sep 20, 1993",False,False
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",Michelle Waterson-Gomez,Cortney Casey,S-DEC,Women's Strawweight,"Jan 06, 1986","May 05, 1987",False,True
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",Antonio Carlos Junior,Tim Boetsch,SUB Rear Naked Choke,Middleweight,"Mar 16, 1990","Jan 28, 1981",False,False
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",Muslim Salikhov,Ricky Rainey,KO/TKO Punch,Welterweight,"Jun 09, 1984","Jun 29, 1983",False,False
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",John Moraga,Wilson Reis,U-DEC,Flyweight,"Mar 20, 1984","Jan 06, 1985",False,False
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",Brad Tavares,Krzysztof Jotko,KO/TKO Punch,Middleweight,"Dec 21, 1987","Aug 19, 1989",False,False
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",Gilbert Burns,Dan Moret,KO/TKO Punch,Lightweight,"Jul 20, 1986","Nov 21, 1986",False,False
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",Lauren Mueller,Shana Dobson,U-DEC,Women's Flyweight,"Nov 15, 1991","Mar 30, 1989",False,True
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",Yushin Okami,Dhiego Lima,U-DEC,Welterweight,"Jul 21, 1981","Jan 31, 1989",False,False
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",Adam Wieczorek,Arjan Bhullar,SUB Omoplata,Heavyweight,"Feb 05, 1992","May 13, 1986",False,False
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",Alejandro Perez,Matthew Lopez,KO/TKO Punches,Bantamweight,"Sep 02, 1989","Jan 21, 1987",False,False
UFC Fight Night: Poirier vs. Gaethje,"April 14, 2018",Luke Sanders,Patrick Williams,U-DEC,Bantamweight,"Dec 12, 1985","Sep 07, 1981",False,False
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",Khabib Nurmagomedov,Al Iaquinta,U-DEC,Lightweight,"Sep 20, 1988","Apr 30, 1987",True,False
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",Rose Namajunas,Joanna Jedrzejczyk,U-DEC,Women's Strawweight,"Jun 29, 1992","Aug 18, 1987",True,True
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",Renato Moicano,Calvin Kattar,U-DEC,Featherweight,"May 21, 1989","Mar 26, 1988",False,False
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",Zabit Magomedsharipov,Kyle Bochniak,U-DEC,Featherweight,"Mar 01, 1991","Feb 05, 1987",False,False
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",Chris Gruetzemacher,Joe Lauzon,KO/TKO,Lightweight,"Jun 16, 1986","May 22, 1984",False,False
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",Karolina Kowalkiewicz,Felice Herrig,S-DEC,Women's Strawweight,"Oct 15, 1985","Sep 18, 1984",False,True
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",Olivier Aubin-Mercier,Evan Dunham,KO/TKO Knees,Lightweight,"Feb 23, 1989","Dec 18, 1981",False,False
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",Ashlee Evans-Smith,Bec Rawlings,U-DEC,Women's Flyweight,"Jul 09, 1987","Feb 11, 1989",False,True
UFC 223: Khabib vs. Iaquinta,"April 07, 2018",Devin Clark,Mike Rodriguez,U-DEC,Light Heavyweight,"Apr 12, 1990","Nov 28, 1988",False,False
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",Alexander Volkov,Fabricio Werdum,KO/TKO Punch,Heavyweight,"Oct 24, 1988","Jul 30, 1977",False,False
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",Jan Blachowicz,Jimi Manuwa,U-DEC,Light Heavyweight,"Feb 24, 1983","Feb 18, 1980",False,False
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",Tom Duquesnoy,Terrion Ware,U-DEC,Bantamweight,"Jun 21, 1993","Mar 31, 1986",False,False
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",Leon Edwards,Peter Sobotta,KO/TKO Punch,Welterweight,"Aug 25, 1991","Jan 11, 1987",False,False
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",Charles Byrd,John Phillips,SUB Rear Naked Choke,Middleweight,"Oct 11, 1983","Jun 09, 1985",False,False
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",Danny Roberts,Oliver Enkamp,KO/TKO Punch,Welterweight,"Jul 14, 1987","Aug 10, 1991",False,False
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",Danny Henry,Hakeem Dawodu,SUB Guillotine Choke,Featherweight,"Jul 17, 1988","Jul 02, 1991",False,False
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",Paul Craig,Magomed Ankalaev,SUB Triangle Choke,Light Heavyweight,"Nov 27, 1987","Jun 02, 1992",False,False
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",Kajan Johnson,Stevie Ray,S-DEC,Lightweight,"Apr 21, 1984","Mar 25, 1990",False,False
UFC Fight Night: Werdum vs. Volkov,"March 17, 2018",Dmitry Sosnovskiy,Mark Godbeer,SUB Rear Naked Choke,Heavyweight,"Jul 06, 1989","Nov 22, 1983",False,False
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",Cristiane Justino,Yana Santos,KO/TKO Punches,Women's Featherweight,"Jul 09, 1985","Nov 11, 1989",True,True
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",Brian Ortega,Frankie Edgar,KO/TKO Punch,Featherweight,"Feb 21, 1991","Oct 16, 1981",False,False
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",Sean O'Malley,Andre Soukhamthath,U-DEC,Bantamweight,"Oct 24, 1994","Oct 23, 1988",False,False
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",Andrei Arlovski,Stefan Struve,U-DEC,Heavyweight,"Feb 04, 1979","Feb 18, 1988",False,False
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",Ketlen Vieira,Cat Zingano,S-DEC,Women's Bantamweight,"Aug 26, 1991","Jul 01, 1982",False,True
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",Mackenzie Dern,Ashley Yoder,S-DEC,Women's Strawweight,"Mar 24, 1993","Oct 20, 1987",False,True
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",Alexander Hernandez,Beneil Dariush,KO/TKO Punch,Lightweight,"Oct 01, 1992","May 06, 1989",False,False
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",John Dodson,Pedro Munhoz,S-DEC,Bantamweight,"Sep 26, 1984","Sep 07, 1986",False,False
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",CB Dollaway,Hector Lombard,DQ,Middleweight,"Aug 10, 1983","Feb 02, 1978",False,False
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",Zak Ottow,Mike Pyle,KO/TKO Punches,Welterweight,"Dec 22, 1986","Sep 18, 1975",False,False
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",Cody Stamann,Bryan Caraway,S-DEC,Bantamweight,"Nov 09, 1989","Aug 04, 1984",False,False
UFC 222: Cyborg vs. Kunitskaya,"March 03, 2018",Jordan Johnson,Adam Milstead,S-DEC,Light Heavyweight,"Nov 18, 1988","Jul 03, 1987",False,False
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",Jeremy Stephens,Josh Emmett,KO/TKO Punch,Featherweight,"May 25, 1986","Mar 04, 1985",False,False
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",Jessica Andrade,Tecia Pennington,U-DEC,Women's Strawweight,"Sep 25, 1991","Aug 16, 1989",False,True
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",Ilir Latifi,Ovince Saint Preux,SUB Guillotine Choke,Light Heavyweight,"Jul 28, 1982","Apr 08, 1983",False,False
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",Max Griffin,Mike Perry,U-DEC,Welterweight,"Nov 29, 1985","Sep 15, 1991",False,False
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",Brian Kelleher,Renan Barao,U-DEC,Bantamweight,"Aug 19, 1986","Jan 31, 1987",False,False
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",Marion Reneau,Sara McMann,SUB Triangle Choke,Women's Bantamweight,"Jun 20, 1977","Sep 24, 1980",False,True
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",Angela Hill,Maryna Moroz,U-DEC,Women's Strawweight,"Jan 12, 1985","Sep 08, 1991",False,True
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",Alan Jouban,Ben Saunders,KO/TKO Punch,Welterweight,"Nov 25, 1981","Apr 13, 1983",False,False
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",Sam Alvey,Marcin Prachnio,KO/TKO Punch,Light Heavyweight,"May 06, 1986","Jul 14, 1988",False,False
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",Rani Yahya,Russell Doane,SUB Arm Triangle,Bantamweight,"Sep 12, 1984","Aug 13, 1986",False,False
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",Alex Perez,Eric Shelton,U-DEC,Flyweight,"Mar 21, 1992","Feb 02, 1991",False,False
UFC Fight Night: Emmett vs. Stephens,"February 24, 2018",Manny Bermudez,Albert Morales,SUB Guillotine Choke,Bantamweight,"Jul 16, 1994","May 25, 1991",False,False
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",Donald Cerrone,Yancy Medeiros,KO/TKO Punch,Welterweight,"Mar 29, 1983","Sep 07, 1987",False,False
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",Derrick Lewis,Marcin Tybura,KO/TKO Punch,Heavyweight,"Feb 07, 1985","Nov 09, 1985",False,False
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",James Vick,Francisco Trinaldo,U-DEC,Lightweight,"Feb 23, 1987","Aug 24, 1978",False,False
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",Curtis Millender,Thiago Alves,KO/TKO Knee,Welterweight,"Dec 01, 1987","Oct 03, 1983",False,False
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",Brandon Davis,Steven Peterson,U-DEC,Featherweight,"May 08, 1990","May 29, 1990",False,False
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",Sage Northcutt,Thibault Gouti,U-DEC,Lightweight,"Mar 01, 1996","Feb 27, 1987",False,False
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",Diego Ferreira,Jared Gordon,KO/TKO Punch,Lightweight,"Jan 18, 1985","Sep 06, 1988",False,False
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",Geoff Neal,Brian Camozzi,SUB Rear Naked Choke,Welterweight,"Aug 28, 1990","Jun 24, 1991",False,False
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",Robert Sanchez,Joby Sanchez,SUB Rear Naked Choke,Flyweight,"Mar 05, 1986","Jun 24, 1991",False,False
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",Lucie Pudilova,Sarah Moras,U-DEC,Women's Bantamweight,"Jun 13, 1994","Apr 30, 1988",False,True
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",Alex Morono,Joshua Burkman,SUB Guillotine Choke,Welterweight,"Aug 16, 1990","Apr 10, 1980",False,False
UFC Fight Night: Cerrone vs. Medeiros,"February 18, 2018",Oskar Piechota,Tim Williams,KO/TKO Punch,Middleweight,"Jan 24, 1990","Jul 03, 1986",False,False
UFC 221: Romero vs. Rockhold,"February 10, 2018",Yoel Romero,Luke Rockhold,KO/TKO Punch,Middleweight,"Apr 30, 1977","Oct 17, 1984",False,False
UFC 221: Romero vs. Rockhold,"February 10, 2018",Curtis Blaydes,Mark Hunt,U-DEC,Heavyweight,"Feb 18, 1991","Mar 23, 1974",False,False
