Event,Date,WinningFighter,LosingFighter,Method,WeightClass,WinningFighterBirthday,LosingFighterBirthday,ChampBoutBool,GenderBool
UFC 221: Romero vs. Rockhold,"February 10, 2018",Tai Tuivasa,Cyril Asker,KO/TKO Elbow,Heavyweight,"Mar 16, 1993","Dec 24, 1985",False,False
UFC 221: Romero vs. Rockhold,"February 10, 2018",Jake Matthews,Li Jingliang,U-DEC,Welterweight,"Aug 19, 1994","Mar 20, 1988",False,False
UFC 221: Romero vs. Rockhold,"February 10, 2018",Tyson Pedro,Saparbeg Safarov,SUB Kimura,Light Heavyweight,"Sep 17, 1991","Oct 14, 1986",False,False
UFC 221: Romero vs. Rockhold,"February 10, 2018",Dong Hyun Ma,Damien Brown,S-DEC,Lightweight,"Sep 09, 1988","Dec 25, 1984",False,False
UFC 221: Romero vs. Rockhold,"February 10, 2018",Israel Adesanya,Rob Wilkinson,KO/TKO Punches,Middleweight,"Jul 22, 1989","Feb 22, 1992",False,False
UFC 221: Romero vs. Rockhold,"February 10, 2018",Alexander Volkanovski,Jeremy Kennedy,KO/TKO Punches,Featherweight,"Sep 29, 1988","Sep 16, 1992",False,False
UFC 221: Romero vs. Rockhold,"February 10, 2018",Jussier Formiga,Ben Nguyen,SUB Rear Naked Choke,Flyweight,"Apr 14, 1985","Aug 03, 1988",False,False
UFC 221: Romero vs. Rockhold,"February 10, 2018",Ross Pearson,Mizuto Hirota,U-DEC,Lightweight,"Sep 26, 1984","May 05, 1981",False,False
UFC 221: Romero vs. Rockhold,"February 10, 2018",Jose Quinonez,Teruto Ishihara,U-DEC,Bantamweight,"Jul 28, 1990","Jul 23, 1991",False,False
UFC 221: Romero vs. Rockhold,"February 10, 2018",Luke Jumeau,Daichi Abe,U-DEC,Welterweight,"Feb 12, 1988","Nov 27, 1991",False,False
UFC Fight Night: Machida vs. Anders,"February 03, 2018",Lyoto Machida,Eryk Anders,S-DEC,Middleweight,"May 30, 1978","Apr 21, 1987",False,False
UFC Fight Night: Machida vs. Anders,"February 03, 2018",Valentina Shevchenko,Priscila Cachoeira,SUB Rear Naked Choke,Women's Flyweight,"Mar 07, 1988","Aug 19, 1988",False,True
UFC Fight Night: Machida vs. Anders,"February 03, 2018",Michel Prazeres,Desmond Green,U-DEC,Lightweight,"Jul 25, 1981","Oct 11, 1989",False,False
UFC Fight Night: Machida vs. Anders,"February 03, 2018",Timothy Johnson,Marcelo Golm,U-DEC,Heavyweight,"Mar 13, 1985","Sep 15, 1992",False,False
UFC Fight Night: Machida vs. Anders,"February 03, 2018",Douglas Silva de Andrade,Marlon Vera,U-DEC,Bantamweight,"Jun 22, 1985","Dec 02, 1992",False,False
UFC Fight Night: Machida vs. Anders,"February 03, 2018",Thiago Santos,Anthony Smith,KO/TKO Kick,Middleweight,"Jan 07, 1984","Jul 26, 1988",False,False
UFC Fight Night: Machida vs. Anders,"February 03, 2018",Sergio Moraes,Tim Means,S-DEC,Welterweight,"Jul 23, 1982","Feb 20, 1984",False,False
UFC Fight Night: Machida vs. Anders,"February 03, 2018",Alan Patrick,Damir Hadzovic,U-DEC,Lightweight,"Jul 19, 1983","Aug 08, 1986",False,False
UFC Fight Night: Machida vs. Anders,"February 03, 2018",Polyana Viana,Maia Stevenson,SUB Rear Naked Choke,Women's Strawweight,"Jun 14, 1992","Mar 19, 1982",False,True
UFC Fight Night: Machida vs. Anders,"February 03, 2018",Iuri Alcantara,Joe Soto,KO/TKO Punches,Bantamweight,"Aug 04, 1980","Mar 22, 1987",False,False
UFC Fight Night: Machida vs. Anders,"February 03, 2018",Deiveson Figueiredo,Joseph Morales,KO/TKO Punches,Flyweight,"Dec 18, 1987","Aug 22, 1994",False,False
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",Jacare Souza,Derek Brunson,KO/TKO Kick,Middleweight,"Dec 07, 1979","Jan 04, 1984",False,False
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",Andre Fili,Dennis Bermudez,S-DEC,Featherweight,"Jun 25, 1990","Dec 13, 1986",False,False
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",Gregor Gillespie,Jordan Rinaldi,KO/TKO Punches,Lightweight,"Nov 13, 1986","Sep 25, 1987",False,False
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",Drew Dober,Frank Camacho,U-DEC,Welterweight,"Oct 19, 1988","May 18, 1989",False,False
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",Bobby Green,Erik Koch,U-DEC,Lightweight,"Sep 09, 1986","Oct 04, 1988",False,False
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",Mirsad Bektic,Godofredo Pepey,KO/TKO Punch,Featherweight,"Feb 16, 1991","Jul 02, 1987",False,False
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",Katlyn Cerminara,Mara Romero Borella,U-DEC,Women's Flyweight,"Dec 28, 1988","Jun 03, 1986",False,True
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",Randa Markos,Juliana Lima,U-DEC,Women's Strawweight,"Aug 10, 1985","Mar 15, 1982",False,True
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",Ji Yeon Kim,Justine Kish,S-DEC,Women's Flyweight,"Oct 18, 1989","Apr 13, 1988",False,True
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",Vinc Pichel,Joaquim Silva,U-DEC,Lightweight,"Nov 23, 1982","Feb 05, 1989",False,False
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",Niko Price,George Sullivan,SUB Rear Naked Choke,Welterweight,"Sep 29, 1989","Mar 13, 1981",False,False
UFC Fight Night: Jacare vs. Brunson 2,"January 27, 2018",Cory Sandhagen,Austin Arnett,KO/TKO Punches,Featherweight,"Apr 20, 1992","Oct 22, 1991",False,False
UFC 220: Miocic vs. Ngannou,"January 20, 2018",Stipe Miocic,Francis Ngannou,U-DEC,Heavyweight,"Aug 19, 1982","Sep 05, 1986",True,False
UFC 220: Miocic vs. Ngannou,"January 20, 2018",Daniel Cormier,Volkan Oezdemir,KO/TKO Punches,Light Heavyweight,"Mar 20, 1979","Sep 19, 1989",True,False
UFC 220: Miocic vs. Ngannou,"January 20, 2018",Calvin Kattar,Shane Burgos,KO/TKO Punch,Featherweight,"Mar 26, 1988","Mar 19, 1991",False,False
UFC 220: Miocic vs. Ngannou,"January 20, 2018",Gian Villante,Francimar Barroso,S-DEC,Light Heavyweight,"Aug 18, 1985","Feb 28, 1980",False,False
UFC 220: Miocic vs. Ngannou,"January 20, 2018",Rob Font,Thomas Almeida,KO/TKO Kick,Bantamweight,"Jun 25, 1987","Jul 31, 1991",False,False
UFC 220: Miocic vs. Ngannou,"January 20, 2018",Kyle Bochniak,Brandon Davis,U-DEC,Featherweight,"Feb 05, 1987","May 08, 1990",False,False
UFC 220: Miocic vs. Ngannou,"January 20, 2018",Abdul Razak Alhassan,Sabah Homasi,KO/TKO Punch,Welterweight,"Aug 11, 1985","Oct 19, 1988",False,False
UFC 220: Miocic vs. Ngannou,"January 20, 2018",Dustin Ortiz,Alexandre Pantoja,U-DEC,Flyweight,"Dec 25, 1988","Apr 16, 1990",False,False
UFC 220: Miocic vs. Ngannou,"January 20, 2018",Julio Arce,Dan Ige,U-DEC,Featherweight,"Oct 27, 1989","Aug 06, 1991",False,False
UFC 220: Miocic vs. Ngannou,"January 20, 2018",Enrique Barzola,Matt Bessette,U-DEC,Featherweight,"Apr 28, 1989","Dec 28, 1984",False,False
UFC 220: Miocic vs. Ngannou,"January 20, 2018",Islam Makhachev,Gleison Tibau,KO/TKO Punch,Lightweight,"Oct 27, 1991","Oct 07, 1983",False,False
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",Jeremy Stephens,Dooho Choi,KO/TKO Punch,Featherweight,"May 25, 1986","Apr 10, 1991",False,False
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",Jessica-Rose Clark,Paige VanZant,U-DEC,Women's Flyweight,"Nov 28, 1987","Mar 26, 1994",False,True
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",Kamaru Usman,Emil Meek,U-DEC,Welterweight,"May 11, 1987","Aug 20, 1988",False,False
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",Darren Elkins,Michael Johnson,SUB Rear Naked Choke,Featherweight,"May 16, 1984","Jun 04, 1986",False,False
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",James Krause,Alex White,U-DEC,Lightweight,"Jun 04, 1986","Oct 22, 1988",False,False
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",Marco Polo Reyes,Matt Frevola,KO/TKO Punch,Lightweight,"Nov 07, 1984","Jun 11, 1990",False,False
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",Irene Aldana,Talita Bernardo,U-DEC,Women's Bantamweight,"Mar 26, 1988","Mar 04, 1987",False,True
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",Kyung Ho Kang,Guido Cannetti,SUB Triangle Choke,Bantamweight,"Sep 09, 1987","Dec 19, 1979",False,False
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",Jessica Eye,Kalindra Faria,S-DEC,Women's Flyweight,"Jul 27, 1986","Jul 23, 1986",False,True
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",JJ Aldrich,Danielle Taylor,U-DEC,Women's Strawweight,"Sep 29, 1992","Oct 25, 1989",False,True
UFC Fight Night: Stephens vs. Choi,"January 14, 2018",Mads Burnell,Mike Santiago,U-DEC,Featherweight,"Mar 06, 1994","Jul 28, 1989",False,False
UFC 219: Cyborg vs. Holm,"December 30, 2017",Cristiane Justino,Holly Holm,U-DEC,Women's Featherweight,"Jul 09, 1985","Oct 17, 1981",True,True
UFC 219: Cyborg vs. Holm,"December 30, 2017",Khabib Nurmagomedov,Edson Barboza,U-DEC,Lightweight,"Sep 20, 1988","Jan 21, 1986",False,False
UFC 219: Cyborg vs. Holm,"December 30, 2017",Dan Hooker,Marc Diakiese,SUB Guillotine Choke,Lightweight,"Feb 13, 1990","Mar 16, 1993",False,False
UFC 219: Cyborg vs. Holm,"December 30, 2017",Carla Esparza,Cynthia Calvillo,U-DEC,Women's Strawweight,"Oct 10, 1987","Jul 13, 1987",False,True
UFC 219: Cyborg vs. Holm,"December 30, 2017",Neil Magny,Carlos Condit,U-DEC,Welterweight,"Aug 03, 1987","Apr 26, 1984",False,False
UFC 219: Cyborg vs. Holm,"December 30, 2017",Khalil Rountree Jr.,Michal Oleksiejczuk,Overturned:No Contest,Light Heavyweight,"Feb 26, 1990","Feb 22, 1995",False,False
UFC 219: Cyborg vs. Holm,"December 30, 2017",Myles Jury,Ricky Glenn,U-DEC,Featherweight,"Oct 31, 1988","Apr 12, 1989",False,False
UFC 219: Cyborg vs. Holm,"December 30, 2017",Marvin Vettori,Omari Akhmedov,M-DEC:Draw,Middleweight,"Sep 20, 1993","Oct 12, 1987",False,False
UFC 219: Cyborg vs. Holm,"December 30, 2017",Matheus Nicolau,Louis Smolka,U-DEC,Flyweight,"Jan 06, 1993","Jul 16, 1991",False,False
UFC 219: Cyborg vs. Holm,"December 30, 2017",Tim Elliott,Mark De La Rosa,SUB Anaconda Choke,Bantamweight,"Dec 24, 1986","Aug 31, 1994",False,False
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",Rafael Dos Anjos,Robbie Lawler,U-DEC,Welterweight,"Oct 26, 1984","Mar 20, 1982",False,False
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",Josh Emmett,Ricardo Lamas,KO/TKO Punch,Featherweight,"Mar 04, 1985","May 21, 1982",False,False
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",Santiago Ponzinibbio,Mike Perry,U-DEC,Welterweight,"Sep 26, 1986","Sep 15, 1991",False,False
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",Glover Teixeira,Misha Cirkunov,KO/TKO Punches,Light Heavyweight,"Oct 28, 1979","Feb 27, 1987",False,False
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",Jan Blachowicz,Jared Cannonier,U-DEC,Light Heavyweight,"Feb 24, 1983","Mar 16, 1984",False,False
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",Julian Marquez,Darren Stewart,SUB Guillotine Choke,Middleweight,"May 08, 1990","Dec 30, 1990",False,False
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",Chad Laprise,Galore Bofando,KO/TKO Punches,Welterweight,"Jul 23, 1986","May 22, 1982",False,False
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",Nordine Taleb,Danny Roberts,KO/TKO Kick,Welterweight,"Jun 10, 1981","Jul 14, 1987",False,False
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",John Makdessi,Abel Trujillo,U-DEC,Lightweight,"May 03, 1985","Sep 18, 1983",False,False
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",Alessio Di Chirico,Oluwale Bamgbose,KO/TKO Knee,Middleweight,"Dec 12, 1989","Aug 04, 1987",False,False
UFC Fight Night: Lawler vs. Dos Anjos,"December 16, 2017",Jordan Mein,Erick Silva,U-DEC,Welterweight,"Oct 10, 1989","Jun 21, 1984",False,False
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Brian Ortega,Cub Swanson,SUB Guillotine Choke,Featherweight,"Feb 21, 1991","Nov 02, 1983",False,False
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Gabriel Benitez,Jason Knight,U-DEC,Featherweight,"Jun 15, 1988","Jul 14, 1992",False,False
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Marlon Moraes,Aljamain Sterling,KO/TKO Knee,Bantamweight,"Apr 26, 1988","Jul 31, 1989",False,False
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Scott Holtzman,Darrell Horcher,U-DEC,Lightweight,"Sep 30, 1983","Jul 28, 1987",False,False
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Eryk Anders,Markus Perez,U-DEC,Middleweight,"Apr 21, 1987","Jun 22, 1988",False,False
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Benito Lopez,Albert Morales,U-DEC,Bantamweight,"Apr 06, 1994","May 25, 1991",False,False
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Alexis Davis,Liz Carmouche,S-DEC,Women's Flyweight,"Oct 04, 1984","Feb 19, 1984",False,True
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Andre Soukhamthath,Luke Sanders,KO/TKO Punches,Bantamweight,"Oct 23, 1988","Dec 12, 1985",False,False
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Alex Perez,Carls John De Tomas,SUB Anaconda Choke,Bantamweight,"Mar 21, 1992","Aug 28, 1996",False,False
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Frankie Saenz,Merab Dvalishvili,S-DEC,Bantamweight,"Aug 12, 1980","Jan 10, 1991",False,False
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Alejandro Perez,Iuri Alcantara,U-DEC,Bantamweight,"Sep 02, 1989","Aug 04, 1980",False,False
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Davi Ramos,Chris Gruetzemacher,SUB Rear Naked Choke,Lightweight,"Nov 05, 1986","Jun 16, 1986",False,False
UFC Fight Night: Swanson vs. Ortega,"December 09, 2017",Trevin Giles,Antonio Braga Neto,KO/TKO Punches,Middleweight,"Aug 06, 1992","Oct 29, 1987",False,False
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Max Holloway,Jose Aldo,KO/TKO Punches,Featherweight,"Dec 04, 1991","Sep 09, 1986",True,False
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Francis Ngannou,Alistair Overeem,KO/TKO Punch,Heavyweight,"Sep 05, 1986","May 17, 1980",False,False
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Henry Cejudo,Sergio Pettis,U-DEC,Flyweight,"Feb 09, 1987","Aug 18, 1993",False,False
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Eddie Alvarez,Justin Gaethje,KO/TKO Knee,Lightweight,"Jan 11, 1984","Nov 14, 1988",False,False
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Tecia Pennington,Michelle Waterson-Gomez,U-DEC,Women's Strawweight,"Aug 16, 1989","Jan 06, 1986",False,True
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Paul Felder,Charles Oliveira,KO/TKO Elbows,Lightweight,"Apr 25, 1984","Oct 17, 1989",False,False
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Yancy Medeiros,Alex Oliveira,KO/TKO Punches,Welterweight,"Sep 07, 1987","Feb 21, 1988",False,False
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",David Teymur,Drakkar Klose,U-DEC,Lightweight,"May 01, 1989","Mar 09, 1988",False,False
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Felice Herrig,Cortney Casey,S-DEC,Women's Strawweight,"Sep 18, 1984","May 05, 1987",False,True
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Amanda Cooper,Angela Magana,KO/TKO Punches,Women's Strawweight,"Oct 22, 1991","Aug 02, 1983",False,True
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Abdul Razak Alhassan,Sabah Homasi,KO/TKO Punches,Welterweight,"Aug 11, 1985","Oct 19, 1988",False,False
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Dominick Reyes,Jeremy Kimball,SUB Rear Naked Choke,Light Heavyweight,"Dec 26, 1989","Jan 03, 1991",False,False
UFC 218: Holloway vs. Aldo 2,"December 02, 2017",Justin Willis,Allen Crowder,KO/TKO Punch,Heavyweight,"Jul 19, 1987","Nov 08, 1989",False,False
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Nicco Montano,Roxanne Modafferi,U-DEC,Women's Flyweight,"Dec 16, 1988","Sep 24, 1982",True,True
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Sean O'Malley,Terrion Ware,U-DEC,Bantamweight,"Oct 24, 1994","Mar 31, 1986",False,False
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Lauren Murphy,Barb Honchak,S-DEC,Women's Flyweight,"Jul 27, 1983","Aug 30, 1979",False,True
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Gerald Meerschaert,Eric Spicely,KO/TKO Kick,Middleweight,"Dec 18, 1987","Sep 29, 1986",False,False
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",DeAnna Bennett,Melinda Fabian,M-DEC:Draw,Women's Flyweight,"Nov 18, 1984","Jun 25, 1987",False,True
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Brett Johns,Joe Soto,SUB Calf Slicer,Bantamweight,"Feb 21, 1992","Mar 22, 1987",False,False
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Montana De La Rosa,Christina Marks,SUB Armbar,Women's Flyweight,"Feb 14, 1995","Nov 08, 1985",False,True
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Ryan Janes,Andrew Sanchez,KO/TKO Punch,Middleweight,"Aug 22, 1981","Apr 08, 1988",False,False
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Rachael Ostovich,Karine Gevorgyan,SUB Armbar,Women's Flyweight,"Feb 25, 1991","Mar 09, 1989",False,True
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Shana Dobson,Ariel Beck,KO/TKO Punch,Women's Flyweight,"Mar 30, 1989","Sep 16, 1990",False,True
The Ultimate Fighter: A New World Champion Finale,"December 01, 2017",Gillian Robertson,Emily Whitmire,SUB Armbar,Women's Flyweight,"May 17, 1995","May 24, 1991",False,True
UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Kelvin Gastelum,Michael Bisping,KO/TKO Punch,Middleweight,"Oct 24, 1991","Feb 28, 1979",False,False
UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Li Jingliang,Zak Ottow,KO/TKO Punches,Welterweight,"Mar 20, 1988","Dec 22, 1986",False,False
UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Wang Guan,Alex Caceres,S-DEC,Featherweight,"Mar 14, 1986","Jun 20, 1988",False,False
UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Alex Garcia,Muslim Salikhov,SUB Rear Naked Choke,Welterweight,"Jul 14, 1987","Jun 09, 1984",False,False
UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Zabit Magomedsharipov,Sheymon Moraes,SUB Anaconda Choke,Featherweight,"Mar 01, 1991","Oct 11, 1990",False,False
UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Song Kenan,Bobby Nash,KO/TKO Punches,Welterweight,"Mar 10, 1990","Mar 26, 1990",False,False
UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Yan Xiaonan,Kailin Curran,U-DEC,Women's Strawweight,"Jun 16, 1989","Apr 11, 1991",False,True
UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Song Yadong,Bharat Kandare,SUB Guillotine Choke,Featherweight,"Dec 02, 1997","Jun 20, 1987",False,False
UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Shamil Abdurakhimov,Chase Sherman,KO/TKO Punches,Heavyweight,"Sep 02, 1981","Nov 16, 1989",False,False
UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Gina Mazany,Wu Yanan,U-DEC,Women's Bantamweight,"Aug 19, 1988","Apr 18, 1996",False,True
UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Rolando Dy,Wulijiburen,U-DEC,Featherweight,"Aug 11, 1990","Mar 01, 1989",False,False
UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017",Cyril Asker,Hu Yaozong,SUB Rear Naked Choke,Heavyweight,"Dec 24, 1985","Apr 07, 1995",False,False
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Fabricio Werdum,Marcin Tybura,U-DEC,Heavyweight,"Jul 30, 1977","Nov 09, 1985",False,False
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Jessica-Rose Clark,Bec Rawlings,S-DEC,Women's Flyweight,"Nov 28, 1987","Feb 11, 1989",False,True
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Belal Muhammad,Tim Means,S-DEC,Welterweight,"Jul 09, 1988","Feb 20, 1984",False,False
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Jake Matthews,Bojan Velickovic,S-DEC,Welterweight,"Aug 19, 1994","Dec 18, 1988",False,False
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Elias Theodorou,Daniel Kelly,U-DEC,Middleweight,"May 31, 1988","Oct 31, 1977",False,False
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Alexander Volkanovski,Shane Young,U-DEC,Catch Weight,"Sep 29, 1988","Jul 31, 1993",False,False
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Ryan Benoit,Ashkan Mokhtarian,KO/TKO Kick,Flyweight,"Aug 25, 1989","Sep 15, 1985",False,False
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Nik Lentz,Will Brooks,SUB Guillotine Choke,Lightweight,"Aug 13, 1984","Oct 08, 1986",False,False
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Tai Tuivasa,Rashad Coulter,KO/TKO Flying Knee,Heavyweight,"Mar 16, 1993","Nov 27, 1981",False,False
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Frank Camacho,Damien Brown,S-DEC,Lightweight,"May 18, 1989","Dec 25, 1984",False,False
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Nadia Kassem,Alex Chambers,U-DEC,Women's Strawweight,"Nov 15, 1995","Oct 25, 1978",False,True
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Eric Shelton,Jenel Lausa,U-DEC,Flyweight,"Feb 02, 1991","Aug 01, 1988",False,False
UFC Fight Night: Werdum vs. Tybura,"November 18, 2017",Adam Wieczorek,Anthony Hamilton,U-DEC,Heavyweight,"Feb 05, 1992","Apr 14, 1980",False,False
UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Dustin Poirier,Anthony Pettis,KO/TKO,Lightweight,"Jan 19, 1989","Jan 27, 1987",False,False
UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Matt Brown,Diego Sanchez,KO/TKO Elbow,Welterweight,"Jan 10, 1981","Dec 31, 1981",False,False
UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Andrei Arlovski,Junior Albini,U-DEC,Heavyweight,"Feb 04, 1979","Mar 15, 1991",False,False
UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Cezar Ferreira,Nate Marquardt,S-DEC,Middleweight,"Feb 15, 1985","Apr 20, 1979",False,False
UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Raphael Assuncao,Matthew Lopez,KO/TKO Punch,Bantamweight,"Jul 19, 1982","Jan 21, 1987",False,False
UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Clay Guida,Joe Lauzon,KO/TKO Punch,Lightweight,"Dec 08, 1981","May 22, 1984",False,False
UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Marlon Moraes,John Dodson,S-DEC,Bantamweight,"Apr 26, 1988","Sep 26, 1984",False,False
UFC Fight Night: Poirier vs. Pettis,"November 11, 2017",Tatiana Suarez,Viviane Pereira,U-DEC,Women's Strawweight,"Dec 19, 1990","Aug 28, 1993",False,True
