FightID,Fighter,Opponent,FighterAge,OpponentAge,Outcome,WeightClass,GenderBool,ChampBoutBool
185,Jaqueline Amorim,Cory McKenna,28,24,1,Women's Strawweight,True,False
185,Cory McKenna,Jaqueline Amorim,24,28,0,Women's Strawweight,True,False
186,Thiago Moises,Mitch Ramirez,28,31,1,Lightweight,False,False
186,Mitch Ramirez,Thiago Moises,31,28,0,Lightweight,False,False
187,Chad Anheliger,Charalampos Grigoriou,37,31,1,Bantamweight,False,False
187,Charalampos Grigoriou,Chad Anheliger,31,37,0,Bantamweight,False,False
188,Sean O'Malley,Marlon Vera,29,31,1,Bantamweight,False,True
188,Marlon Vera,Sean O'Malley,31,29,0,Bantamweight,False,True
189,Dustin Poirier,Benoit Saint Denis,35,28,1,Lightweight,False,False
189,Benoit Saint Denis,Dustin Poirier,28,35,0,Lightweight,False,False
190,Michael Page,Kevin Holland,36,31,1,Welterweight,False,False
190,Kevin Holland,Michael Page,31,36,0,Welterweight,False,False
191,Jack Della Maddalena,Gilbert Burns,27,37,1,Welterweight,False,False
191,Gilbert Burns,Jack Della Maddalena,37,27,0,Welterweight,False,False
192,Petr Yan,Song Yadong,31,26,1,Bantamweight,False,False
192,Song Yadong,Petr Yan,26,31,0,Bantamweight,False,False
193,Curtis Blaydes,Jailton Almeida,33,32,1,Heavyweight,False,False
193,Jailton Almeida,Curtis Blaydes,32,33,0,Heavyweight,False,False
194,Maycee Barber,Katlyn Cerminara,25,35,1,Women's Flyweight,True,False
194,Katlyn Cerminara,Maycee Barber,35,25,0,Women's Flyweight,True,False
195,Mateusz Gamrot,Rafael Dos Anjos,33,39,1,Lightweight,False,False
195,Rafael Dos Anjos,Mateusz Gamrot,39,33,0,Lightweight,False,False
196,Kyler Phillips,Pedro Munhoz,28,37,1,Bantamweight,False,False
196,Pedro Munhoz,Kyler Phillips,37,28,0,Bantamweight,False,False
197,Philipe Lins,Ion Cutelaba,38,30,1,Light Heavyweight,False,False
197,Ion Cutelaba,Philipe Lins,30,38,0,Light Heavyweight,False,False
198,Michel Pereira,Michal Oleksiejczuk,30,29,1,Middleweight,False,False
198,Michal Oleksiejczuk,Michel Pereira,29,30,0,Middleweight,False,False
199,Robelis Despaigne,Josh Parisian,35,34,1,Heavyweight,False,False
199,Josh Parisian,Robelis Despaigne,34,35,0,Heavyweight,False,False
200,Asu Almabayev,CJ Vergara,30,32,1,Flyweight,False,False
200,CJ Vergara,Asu Almabayev,32,30,0,Flyweight,False,False
201,Joanne Wood,Maryna Moroz,38,32,1,Women's Flyweight,True,False
201,Maryna Moroz,Joanne Wood,32,38,0,Women's Flyweight,True,False
202,Jairzinho Rozenstruik,Shamil Gaziev,35,34,1,Heavyweight,False,False
202,Shamil Gaziev,Jairzinho Rozenstruik,34,35,0,Heavyweight,False,False
203,Vitor Petrino,Tyson Pedro,26,32,1,Light Heavyweight,False,False
203,Tyson Pedro,Vitor Petrino,32,26,0,Light Heavyweight,False,False
204,Muhammad Mokaev,Alex Perez,23,31,1,Flyweight,False,False
204,Alex Perez,Muhammad Mokaev,31,23,0,Flyweight,False,False
205,Umar Nurmagomedov,Bekzat Almakhan,28,26,1,Bantamweight,False,False
205,Bekzat Almakhan,Umar Nurmagomedov,26,28,0,Bantamweight,False,False
206,Steve Erceg,Matt Schnell,28,34,1,Flyweight,False,False
206,Matt Schnell,Steve Erceg,34,28,0,Flyweight,False,False
207,Eryk Anders,Jamie Pickett,36,35,1,Middleweight,False,False
207,Jamie Pickett,Eryk Anders,35,36,0,Middleweight,False,False
208,Vinicius Oliveira,Benardo Sopaj,28,23,1,Bantamweight,False,False
208,Benardo Sopaj,Vinicius Oliveira,23,28,0,Bantamweight,False,False
209,Aiemann Zahabi,Javid Basharat,36,28,1,Bantamweight,False,False
209,Javid Basharat,Aiemann Zahabi,28,36,0,Bantamweight,False,False
210,Christian Leroy Duncan,Claudio Ribeiro,28,31,1,Middleweight,False,False
210,Claudio Ribeiro,Christian Leroy Duncan,31,28,0,Middleweight,False,False
211,Ludovit Klein,AJ Cunningham,29,29,1,Lightweight,False,False
211,AJ Cunningham,Ludovit Klein,29,29,0,Lightweight,False,False
212,Loik Radzhabov,Abdul-Kareem Al-Selwady,33,28,1,Lightweight,False,False
212,Abdul-Kareem Al-Selwady,Loik Radzhabov,28,33,0,Lightweight,False,False
213,Brandon Royval,Brandon Moreno,31,30,1,Flyweight,False,False
213,Brandon Moreno,Brandon Royval,30,31,0,Flyweight,False,False
214,Brian Ortega,Yair Rodriguez,33,31,1,Featherweight,False,False
214,Yair Rodriguez,Brian Ortega,31,33,0,Featherweight,False,False
215,Daniel Zellhuber,Francisco Prado,24,21,1,Lightweight,False,False
215,Francisco Prado,Daniel Zellhuber,21,24,0,Lightweight,False,False
216,Yazmin Jauregui,Sam Hughes,24,31,1,Women's Strawweight,True,False
216,Sam Hughes,Yazmin Jauregui,31,24,0,Women's Strawweight,True,False
217,Manuel Torres,Chris Duncan,28,30,1,Lightweight,False,False
217,Chris Duncan,Manuel Torres,30,28,0,Lightweight,False,False
218,Raoni Barcelos,Cristian Quinonez,36,27,1,Bantamweight,False,False
218,Cristian Quinonez,Raoni Barcelos,27,36,0,Bantamweight,False,False
219,Jesus Aguilar,Mateus Mendonca,27,25,1,Flyweight,False,False
219,Mateus Mendonca,Jesus Aguilar,25,27,0,Flyweight,False,False
220,Edgar Chairez,Daniel Lacerda,28,27,1,Flyweight,False,False
220,Daniel Lacerda,Edgar Chairez,27,28,0,Flyweight,False,False
221,Fares Ziam,Claudio Puelles,26,27,1,Lightweight,False,False
221,Claudio Puelles,Fares Ziam,27,26,0,Lightweight,False,False
222,Ronaldo Rodriguez,Denys Bondar,24,31,1,Flyweight,False,False
222,Denys Bondar,Ronaldo Rodriguez,31,24,0,Flyweight,False,False
223,Felipe dos Santos,Victor Altamirano,23,33,1,Flyweight,False,False
223,Victor Altamirano,Felipe dos Santos,33,23,0,Flyweight,False,False
224,Muhammad Naimov,Erik Silva,29,36,1,Featherweight,False,False
224,Erik Silva,Muhammad Naimov,36,29,0,Featherweight,False,False
225,Ilia Topuria,Alexander Volkanovski,27,35,1,Featherweight,False,True
225,Alexander Volkanovski,Ilia Topuria,35,27,0,Featherweight,False,True
226,Robert Whittaker,Paulo Costa,33,32,1,Middleweight,False,False
226,Paulo Costa,Robert Whittaker,32,33,0,Middleweight,False,False
227,Ian Machado Garry,Geoff Neal,26,33,1,Welterweight,False,False
227,Geoff Neal,Ian Machado Garry,33,26,0,Welterweight,False,False
228,Merab Dvalishvili,Henry Cejudo,33,37,1,Bantamweight,False,False
228,Henry Cejudo,Merab Dvalishvili,37,33,0,Bantamweight,False,False
229,Anthony Hernandez,Roman Kopylov,30,32,1,Middleweight,False,False
229,Roman Kopylov,Anthony Hernandez,32,30,0,Middleweight,False,False
230,Amanda Lemos,Mackenzie Dern,36,30,1,Women's Strawweight,True,False
230,Mackenzie Dern,Amanda Lemos,30,36,0,Women's Strawweight,True,False
231,Marcos Rogerio de Lima,Junior Tafa,38,27,1,Heavyweight,False,False
231,Junior Tafa,Marcos Rogerio de Lima,27,38,0,Heavyweight,False,False
232,Rinya Nakamura,Carlos Vera,28,36,1,Bantamweight,False,False
232,Carlos Vera,Rinya Nakamura,36,28,0,Bantamweight,False,False
233,Zhang Mingyang,Brendson Ribeiro,25,27,1,Light Heavyweight,False,False
233,Brendson Ribeiro,Zhang Mingyang,27,25,0,Light Heavyweight,False,False
234,Danny Barlow,Josh Quinlan,28,31,1,Welterweight,False,False
234,Josh Quinlan,Danny Barlow,31,28,0,Welterweight,False,False
235,Oban Elliott,Val Woodburn,26,30,1,Welterweight,False,False
235,Val Woodburn,Oban Elliott,30,26,0,Welterweight,False,False
236,Miranda Maverick,Andrea Lee,26,35,1,Women's Flyweight,True,False
236,Andrea Lee,Miranda Maverick,35,26,0,Women's Flyweight,True,False
237,Jack Hermansson,Joe Pyfer,35,27,1,Middleweight,False,False
237,Joe Pyfer,Jack Hermansson,27,35,0,Middleweight,False,False
238,Dan Ige,Andre Fili,32,33,1,Featherweight,False,False
238,Andre Fili,Dan Ige,33,32,0,Featherweight,False,False
239,Ihor Potieria,Robert Bryczek,27,33,1,Middleweight,False,False
239,Robert Bryczek,Ihor Potieria,33,27,0,Middleweight,False,False
240,Gregory Rodrigues,Brad Tavares,31,36,1,Middleweight,False,False
240,Brad Tavares,Gregory Rodrigues,36,31,0,Middleweight,False,False
241,Michael Johnson,Darrius Flowers,37,29,1,Lightweight,False,False
241,Darrius Flowers,Michael Johnson,29,37,0,Lightweight,False,False
242,Rodolfo Vieira,Armen Petrosyan,34,33,1,Middleweight,False,False
242,Armen Petrosyan,Rodolfo Vieira,33,34,0,Middleweight,False,False
243,Carlos Prates,Trevin Giles,30,31,1,Welterweight,False,False
243,Trevin Giles,Carlos Prates,31,30,0,Welterweight,False,False
244,Bolaji Oki,Timmy Cuamba,28,25,1,Lightweight,False,False
244,Timmy Cuamba,Bolaji Oki,25,28,0,Lightweight,False,False
245,Loma Lookboonmee,Bruna Brasil,28,30,1,Women's Strawweight,True,False
245,Bruna Brasil,Loma Lookboonmee,30,28,0,Women's Strawweight,True,False
246,Marcin Prachnio,Devin Clark,35,33,1,Light Heavyweight,False,False
246,Devin Clark,Marcin Prachnio,33,35,0,Light Heavyweight,False,False
247,Max Griffin,Jeremiah Wells,38,37,1,Welterweight,False,False
247,Jeremiah Wells,Max Griffin,37,38,0,Welterweight,False,False
248,Bogdan Guskov,Zac Pauga,31,35,1,Light Heavyweight,False,False
248,Zac Pauga,Bogdan Guskov,35,31,0,Light Heavyweight,False,False
249,Hyder Amil,Fernie Garcia,33,31,1,Featherweight,False,False
249,Fernie Garcia,Hyder Amil,31,33,0,Featherweight,False,False
250,Daniel Marcos,Aoriqileng,30,30,1,Bantamweight,False,False
250,Aoriqileng,Daniel Marcos,30,30,0,Bantamweight,False,False
251,Nassourdine Imavov,Roman Dolidze,28,35,1,Middleweight,False,False
251,Roman Dolidze,Nassourdine Imavov,35,28,0,Middleweight,False,False
252,Renato Moicano,Drew Dober,34,35,1,Lightweight,False,False
252,Drew Dober,Renato Moicano,35,34,0,Lightweight,False,False
253,Randy Brown,Muslim Salikhov,33,39,1,Welterweight,False,False
253,Muslim Salikhov,Randy Brown,39,33,0,Welterweight,False,False
254,Natalia Silva,Viviane Araujo,27,37,1,Women's Flyweight,True,False
254,Viviane Araujo,Natalia Silva,37,27,0,Women's Flyweight,True,False
255,Aliaskhab Khizriev,Makhmud Muradov,33,33,1,Middleweight,False,False
255,Makhmud Muradov,Aliaskhab Khizriev,33,33,0,Middleweight,False,False
256,Charles Radtke,Gilbert Urbina,33,27,1,Welterweight,False,False
256,Gilbert Urbina,Charles Radtke,27,33,0,Welterweight,False,False
257,Molly McCann,Diana Belbita,33,27,1,Women's Strawweight,True,False
257,Diana Belbita,Molly McCann,27,33,0,Women's Strawweight,True,False
258,Charles Johnson,Azat Maksum,33,29,1,Flyweight,False,False
258,Azat Maksum,Charles Johnson,29,33,0,Flyweight,False,False
259,Themba Gorimbo,Pete Rodriguez,33,27,1,Welterweight,False,False
259,Pete Rodriguez,Themba Gorimbo,27,33,0,Welterweight,False,False
260,JeongYeong Lee,Blake Bilder,28,33,1,Featherweight,False,False
260,Blake Bilder,JeongYeong Lee,33,28,0,Featherweight,False,False
261,Luana Carolina,Julija Stoliarenko,30,30,1,Women's Flyweight,True,False
261,Julija Stoliarenko,Luana Carolina,30,30,0,Women's Flyweight,True,False
262,MarQuel Mederos,Landon Quinones,27,28,1,Lightweight,False,False
262,Landon Quinones,MarQuel Mederos,28,27,0,Lightweight,False,False
263,Jamal Pogues,Thomas Petersen,28,28,1,Heavyweight,False,False
263,Thomas Petersen,Jamal Pogues,28,28,0,Heavyweight,False,False
264,Dricus Du Plessis,Sean Strickland,30,32,1,Middleweight,False,True
264,Sean Strickland,Dricus Du Plessis,32,30,0,Middleweight,False,True
265,Raquel Pennington,Mayra Bueno Silva,35,32,1,Women's Bantamweight,True,True
265,Mayra Bueno Silva,Raquel Pennington,32,35,0,Women's Bantamweight,True,True
266,Neil Magny,Mike Malott,36,32,1,Welterweight,False,False
266,Mike Malott,Neil Magny,32,36,0,Welterweight,False,False
267,Chris Curtis,Marc-Andre Barriault,36,33,1,Middleweight,False,False
267,Marc-Andre Barriault,Chris Curtis,33,36,0,Middleweight,False,False
268,Movsar Evloev,Arnold Allen,29,29,1,Featherweight,False,False
268,Arnold Allen,Movsar Evloev,29,29,0,Featherweight,False,False
269,Garrett Armfield,Brad Katona,27,32,1,Bantamweight,False,False
269,Brad Katona,Garrett Armfield,32,27,0,Bantamweight,False,False
270,Sean Woodson,Charles Jourdain,31,28,1,Featherweight,False,False
270,Charles Jourdain,Sean Woodson,28,31,0,Featherweight,False,False
271,Ramon Taveras,Serhiy Sidey,30,27,1,Bantamweight,False,False
271,Serhiy Sidey,Ramon Taveras,27,30,0,Bantamweight,False,False
272,Gillian Robertson,Polyana Viana,28,31,1,Women's Strawweight,True,False
272,Polyana Viana,Gillian Robertson,31,28,0,Women's Strawweight,True,False
273,Sam Patterson,Yohan Lainesse,27,31,1,Welterweight,False,False
273,Yohan Lainesse,Sam Patterson,31,27,0,Welterweight,False,False
274,Jasmine Jasudavicius,Priscila Cachoeira,34,35,1,Women's Bantamweight,True,False
274,Priscila Cachoeira,Jasmine Jasudavicius,35,34,0,Women's Bantamweight,True,False
275,Jimmy Flick,Malcolm Gordon,33,33,1,Flyweight,False,False
275,Malcolm Gordon,Jimmy Flick,33,33,0,Flyweight,False,False
276,Magomed Ankalaev,Johnny Walker,31,31,1,Light Heavyweight,False,False
276,Johnny Walker,Magomed Ankalaev,31,31,0,Light Heavyweight,False,False
277,Jim Miller,Gabriel Benitez,40,35,1,Lightweight,False,False
277,Gabriel Benitez,Jim Miller,35,40,0,Lightweight,False,False
278,Mario Bautista,Ricky Simon,30,31,1,Bantamweight,False,False
278,Ricky Simon,Mario Bautista,31,30,0,Bantamweight,False,False
279,Brunno Ferreira,Phil Hawes,31,35,1,Middleweight,False,False
279,Phil Hawes,Brunno Ferreira,35,31,0,Middleweight,False,False
280,Waldo Cortes-Acosta,Andrei Arlovski,32,44,1,Heavyweight,False,False
280,Andrei Arlovski,Waldo Cortes-Acosta,44,32,0,Heavyweight,False,False
281,Preston Parsons,Matthew Semelsberger,28,31,1,Welterweight,False,False
281,Matthew Semelsberger,Preston Parsons,31,28,0,Welterweight,False,False
282,Marcus McGhee,Gaston Bolanos,33,31,1,Bantamweight,False,False
282,Gaston Bolanos,Marcus McGhee,31,33,0,Bantamweight,False,False
283,Farid Basharat,Taylor Lapilus,26,31,1,Bantamweight,False,False
283,Taylor Lapilus,Farid Basharat,31,26,0,Bantamweight,False,False
284,Jean Silva,Westin Wilson,27,34,1,Featherweight,False,False
284,Westin Wilson,Jean Silva,34,27,0,Featherweight,False,False
285,Nikolas Motta,Tom Nolan,30,23,1,Lightweight,False,False
285,Tom Nolan,Nikolas Motta,23,30,0,Lightweight,False,False
286,Joshua Van,Felipe Bunes,22,34,1,Flyweight,False,False
286,Felipe Bunes,Joshua Van,34,22,0,Flyweight,False,False
287,Leon Edwards,Colby Covington,32,35,1,Welterweight,False,True
287,Colby Covington,Leon Edwards,35,32,0,Welterweight,False,True
288,Alexandre Pantoja,Brandon Royval,33,31,1,Flyweight,False,True
288,Brandon Royval,Alexandre Pantoja,31,33,0,Flyweight,False,True
289,Shavkat Rakhmonov,Stephen Thompson,29,40,1,Welterweight,False,False
289,Stephen Thompson,Shavkat Rakhmonov,40,29,0,Welterweight,False,False
290,Paddy Pimblett,Tony Ferguson,28,39,1,Lightweight,False,False
290,Tony Ferguson,Paddy Pimblett,39,28,0,Lightweight,False,False
291,Josh Emmett,Bryce Mitchell,38,29,1,Featherweight,False,False
291,Bryce Mitchell,Josh Emmett,29,38,0,Featherweight,False,False
292,Alonzo Menifield,Dustin Jacoby,36,35,1,Light Heavyweight,False,False
292,Dustin Jacoby,Alonzo Menifield,35,36,0,Light Heavyweight,False,False
293,Irene Aldana,Karol Rosa,35,28,1,Women's Bantamweight,True,False
293,Karol Rosa,Irene Aldana,28,35,0,Women's Bantamweight,True,False
294,Cody Garbrandt,Brian Kelleher,32,37,1,Bantamweight,False,False
294,Brian Kelleher,Cody Garbrandt,37,32,0,Bantamweight,False,False
295,Ariane da Silva,Casey O'Neill,29,26,1,Women's Flyweight,True,False
295,Casey O'Neill,Ariane da Silva,26,29,0,Women's Flyweight,True,False
296,Tagir Ulanbekov,Cody Durden,32,32,1,Flyweight,False,False
296,Cody Durden,Tagir Ulanbekov,32,32,0,Flyweight,False,False
297,Andre Fili,Lucas Almeida,33,32,1,Featherweight,False,False
297,Lucas Almeida,Andre Fili,32,33,0,Featherweight,False,False
298,Shamil Gaziev,Martin Buday,33,32,1,Heavyweight,False,False
298,Martin Buday,Shamil Gaziev,32,33,0,Heavyweight,False,False
299,Song Yadong,Chris Gutierrez,26,32,1,Bantamweight,False,False
299,Chris Gutierrez,Song Yadong,32,26,0,Bantamweight,False,False
300,Khalil Rountree Jr.,Anthony Smith,33,35,1,Light Heavyweight,False,False
300,Anthony Smith,Khalil Rountree Jr.,35,33,0,Light Heavyweight,False,False
301,Nasrat Haqparast,Jamie Mullarkey,28,29,1,Lightweight,False,False
301,Jamie Mullarkey,Nasrat Haqparast,29,28,0,Lightweight,False,False
302,Tim Elliott,Sumudaerji,36,27,1,Bantamweight,False,False
302,Sumudaerji,Tim Elliott,27,36,0,Bantamweight,False,False
303,Andre Muniz,JunYong Park,33,32,1,Middleweight,False,False
303,JunYong Park,Andre Muniz,32,33,0,Middleweight,False,False
304,Kevin Jousset,Song Kenan,30,33,1,Welterweight,False,False
304,Song Kenan,Kevin Jousset,33,30,0,Welterweight,False,False
305,HyunSung Park,Shannon Ross,28,34,1,Flyweight,False,False
305,Shannon Ross,HyunSung Park,34,28,0,Flyweight,False,False
306,Steve Garcia,Melquizael Costa,31,27,1,Lightweight,False,False
306,Melquizael Costa,Steve Garcia,27,31,0,Lightweight,False,False
307,Luana Santos,Stephanie Egger,23,35,1,Women's Bantamweight,True,False
307,Stephanie Egger,Luana Santos,35,23,0,Women's Bantamweight,True,False
308,Tatsuro Taira,Carlos Hernandez,23,30,1,Flyweight,False,False
308,Carlos Hernandez,Tatsuro Taira,30,23,0,Flyweight,False,False
309,Talita Alencar,Rayanne dos Santos,33,28,1,Women's Strawweight,True,False
309,Rayanne dos Santos,Talita Alencar,28,33,0,Women's Strawweight,True,False
310,Arman Tsarukyan,Beneil Dariush,27,34,1,Lightweight,False,False
310,Beneil Dariush,Arman Tsarukyan,34,27,0,Lightweight,False,False
311,Jalin Turner,Bobby Green,28,37,1,Lightweight,False,False
311,Bobby Green,Jalin Turner,37,28,0,Lightweight,False,False
312,Deiveson Figueiredo,Rob Font,35,36,1,Bantamweight,False,False
312,Rob Font,Deiveson Figueiredo,36,35,0,Bantamweight,False,False
313,Sean Brady,Kelvin Gastelum,31,32,1,Welterweight,False,False
313,Kelvin Gastelum,Sean Brady,32,31,0,Welterweight,False,False
314,Joaquim Silva,Clay Guida,34,41,1,Lightweight,False,False
314,Clay Guida,Joaquim Silva,41,34,0,Lightweight,False,False
315,Dustin Stoltzfus,Punahele Soriano,32,31,1,Middleweight,False,False
315,Punahele Soriano,Dustin Stoltzfus,31,32,0,Middleweight,False,False
316,Miesha Tate,Julia Avila,37,35,1,Women's Bantamweight,True,False
316,Julia Avila,Miesha Tate,35,37,0,Women's Bantamweight,True,False
317,Cody Brundage,Zach Reese,29,29,1,Middleweight,False,False
317,Zach Reese,Cody Brundage,29,29,0,Middleweight,False,False
318,Drakkar Klose,Joe Solecki,35,30,1,Lightweight,False,False
318,Joe Solecki,Drakkar Klose,30,35,0,Lightweight,False,False
319,Rodolfo Bellato,Ihor Potieria,27,27,1,Light Heavyweight,False,False
319,Ihor Potieria,Rodolfo Bellato,27,27,0,Light Heavyweight,False,False
320,Jared Gooden,Wellington Turman,29,27,1,Welterweight,False,False
320,Wellington Turman,Jared Gooden,27,29,0,Welterweight,False,False
321,Veronica Hardy,Jamey-Lyn Horth,28,33,1,Women's Flyweight,True,False
321,Jamey-Lyn Horth,Veronica Hardy,33,28,0,Women's Flyweight,True,False
322,Brendan Allen,Paul Craig,27,35,1,Middleweight,False,False
322,Paul Craig,Brendan Allen,35,27,0,Middleweight,False,False
323,Michael Morales,Jake Matthews,24,29,1,Welterweight,False,False
323,Jake Matthews,Michael Morales,29,24,0,Welterweight,False,False
324,Chase Hooper,Jordan Leavitt,24,28,1,Lightweight,False,False
324,Jordan Leavitt,Chase Hooper,28,24,0,Lightweight,False,False
325,Payton Talbott,Nick Aguirre,25,27,1,Bantamweight,False,False
325,Nick Aguirre,Payton Talbott,27,25,0,Bantamweight,False,False
326,Amanda Ribas,Luana Pinheiro,30,31,1,Women's Strawweight,True,False
326,Luana Pinheiro,Amanda Ribas,31,30,0,Women's Strawweight,True,False
327,Myktybek Orolbai,Uros Medic,25,30,1,Welterweight,False,False
327,Uros Medic,Myktybek Orolbai,30,25,0,Welterweight,False,False
328,Joanderson Brito,Jonathan Pearce,28,31,1,Featherweight,False,False
328,Jonathan Pearce,Joanderson Brito,31,28,0,Featherweight,False,False
329,Jose Johnson,Chad Anheliger,28,36,1,Bantamweight,False,False
329,Chad Anheliger,Jose Johnson,36,28,0,Bantamweight,False,False
330,Christian Leroy Duncan,Denis Tiuliulin,28,35,1,Middleweight,False,False
330,Denis Tiuliulin,Christian Leroy Duncan,35,28,0,Middleweight,False,False
331,Mick Parkin,Caio Machado,28,29,1,Heavyweight,False,False
331,Caio Machado,Mick Parkin,29,28,0,Heavyweight,False,False
332,Jeka Saragih,Lucas Alexander,28,28,1,Featherweight,False,False
332,Lucas Alexander,Jeka Saragih,28,28,0,Featherweight,False,False
333,Ailin Perez,Lucie Pudilova,29,29,1,Women's Bantamweight,True,False
333,Lucie Pudilova,Ailin Perez,29,29,0,Women's Bantamweight,True,False
334,Trey Ogden,Nikolas Motta,34,30,1,Lightweight,False,False
334,Nikolas Motta,Trey Ogden,30,34,0,Lightweight,False,False
335,Rafael Estevam,Charles Johnson,27,32,1,Flyweight,False,False
335,Charles Johnson,Rafael Estevam,32,27,0,Flyweight,False,False
336,Alex Pereira,Jiri Prochazka,36,31,1,Light Heavyweight,False,True
336,Jiri Prochazka,Alex Pereira,31,36,0,Light Heavyweight,False,True
337,Tom Aspinall,Sergei Pavlovich,30,31,1,Heavyweight,False,True
337,Sergei Pavlovich,Tom Aspinall,31,30,0,Heavyweight,False,True
